2146,,,,,
All IDs for Ezh2,Ensembl Gene IDs,Entrez IDs,HAVANA IDs,Symbols,Description
60482,ENSG00000115665,60482,OTTHUMG00000130959,SLC5A7,"solute carrier family 5 (choline transporter), member 7"
60484,ENSG00000132702,60484,OTTHUMG00000033205,HAPLN2,hyaluronan and proteoglycan link protein 2
60485,ENSG00000151748,60485,OTTHUMG00000140293,SAV1,salvador homolog 1 (Drosophila)
60495,ENSG00000172987,60495,OTTHUMG00000018880,HPSE2,heparanase 2
60529,ENSG00000052850,60529,OTTHUMG00000166557,ALX4,ALX homeobox 4
60561,ENSG00000135249,60561,OTTHUMG00000157400,RINT1,RAD50 interactor 1
60598,ENSG00000124249,60598,OTTHUMG00000032544,KCNK15,"potassium channel, subfamily K, member 15"
60675,ENSG00000163421,60675,OTTHUMG00000158809,PROK2,prokineticin 2
60680,ENSG00000161082,60680,OTTHUMG00000180693,CELF5,"CUGBP, Elav-like family member 5"
60681,ENSG00000141756,60681,OTTHUMG00000133497,FKBP10,"FK506 binding protein 10, 65 kDa"
63027,ENSG00000137266,63027,OTTHUMG00000014144,SLC22A23,"solute carrier family 22, member 23"
63035,ENSG00000085185,63035,OTTHUMG00000022379,BCORL1,BCL6 corepressor-like 1
63827,ENSG00000132692,63827,OTTHUMG00000033322,BCAN,brevican
63874,ENSG00000100439,63874,OTTHUMG00000028686,ABHD4,abhydrolase domain containing 4
63876,ENSG00000165495,63876,OTTHUMG00000165884,PKNOX2,PBX/knotted 1 homeobox 2
63894,ENSG00000151445,63894,OTTHUMG00000171538,VIPAS39,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog"
63895,ENSG00000154864,63895,OTTHUMG00000178507,PIEZO2,piezo-type mechanosensitive ion channel component 2
63916,ENSG00000062598,63916,OTTHUMG00000033070,ELMO2,engulfment and cell motility 2
63928,ENSG00000166869,63928,OTTHUMG00000131611,CHP2,calcineurin-like EF hand protein 2
63943,ENSG00000204315,63943,OTTHUMG00000031129,FKBPL,FK506 binding protein like
63950,ENSG00000142700,63950,OTTHUMG00000007884,DMRTA2,DMRT-like family A2
63951,ENSG00000176399,63951,OTTHUMG00000019693,DMRTA1,DMRT-like family A1
63973,ENSG00000178403,63973,OTTHUMG00000132907,NEUROG2,neurogenin 2
63974,ENSG00000164600,63974,OTTHUMG00000022865,NEUROD6,neuronal differentiation 6
63976,ENSG00000142611,63976,OTTHUMG00000000581,PRDM16,PR domain containing 16
63978,ENSG00000147596,63978,OTTHUMG00000150495,PRDM14,PR domain containing 14
64063,ENSG00000005001,64063,OTTHUMG00000128961,PRSS22,"protease, serine, 22"
64065,ENSG00000112378,64065,OTTHUMG00000015668,PERP,"PERP, TP53 apoptosis effector"
64067,ENSG00000151322,64067,OTTHUMG00000140215,NPAS3,neuronal PAS domain protein 3
64084,ENSG00000158258,64084,OTTHUMG00000160139,CLSTN2,calsyntenin 2
64089,ENSG00000104497,64089,OTTHUMG00000164727,SNX16,sorting nexin 16
64094,ENSG00000112562,64094,OTTHUMG00000016050,SMOC2,SPARC related modular calcium binding 2
64096,ENSG00000125861,64096,OTTHUMG00000031748,GFRA4,GDNF family receptor alpha 4
64097,ENSG00000129595,64097,OTTHUMG00000162902,EPB41L4A,erythrocyte membrane protein band 4.1 like 4A
64106,ENSG00000148734,64106,OTTHUMG00000018404,NPFFR1,neuropeptide FF receptor 1
64131,ENSG00000103489,64131,OTTHUMG00000129975,XYLT1,xylosyltransferase I
64137,ENSG00000172350,64137,OTTHUMG00000166169,ABCG4,"ATP-binding cassette, sub-family G (WHITE), member 4"
64168,ENSG00000123119,64168,OTTHUMG00000164009,NECAB1,N-terminal EF-hand calcium binding protein 1
64210,ENSG00000155229,64210,OTTHUMG00000018857,MMS19,MMS19 nucleotide excision repair homolog (S. cerevisiae)
64211,ENSG00000089116,64211,OTTHUMG00000169552,LHX5,LIM homeobox 5
64221,ENSG00000154134,64221,OTTHUMG00000165934,ROBO3,"roundabout, axon guidance receptor, homolog 3 (Drosophila)"
64236,ENSG00000120913,64236,OTTHUMG00000164270,PDLIM2,PDZ and LIM domain 2 (mystique)
64283,ENSG00000214944,64283,OTTHUMG00000162454,ARHGEF28,Rho guanine nucleotide exchange factor (GEF) 28
64285,ENSG00000007384,64285,OTTHUMG00000060719,RHBDF1,rhomboid 5 homolog 1 (Drosophila)
64321,ENSG00000164736,64321,OTTHUMG00000164377,SOX17,SRY (sex determining region Y)-box 17
64344,ENSG00000124440,64344,OTTHUMG00000141296,HIF3A,"hypoxia inducible factor 3, alpha subunit"
64359,ENSG00000167693,64359,OTTHUMG00000090307,NXN,nucleoredoxin
64377,ENSG00000124302,64377,OTTHUMG00000180472,CHST8,carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8
64386,ENSG00000008516,64386,OTTHUMG00000177475,MMP25,matrix metallopeptidase 25
64399,ENSG00000164161,64399,OTTHUMG00000161428,HHIP,hedgehog interacting protein
64405,ENSG00000149654,64405,OTTHUMG00000033073,CDH22,"cadherin 22, type 2"
64426,ENSG00000111707,64426,OTTHUMG00000168884,SUDS3,suppressor of defective silencing 3 homolog (S. cerevisiae)
64446,ENSG00000171595,64446,OTTHUMG00000178578,DNAI2,"dynein, axonemal, intermediate chain 2"
64478,ENSG00000183117,64478,OTTHUMG00000163605,CSMD1,CUB and Sushi multiple domains 1
64506,ENSG00000214575,64506,OTTHUMG00000172877,CPEB1,cytoplasmic polyadenylation element binding protein 1
64518,ENSG00000125409,64518,OTTHUMG00000058965,TEKT3,tektin 3
64582,ENSG00000181619,64582,OTTHUMG00000140325,GPR135,G protein-coupled receptor 135
64641,ENSG00000221818,64641,OTTHUMG00000163838,EBF2,early B-cell factor 2
64651,ENSG00000144655,64651,OTTHUMG00000131293,CSRNP1,cysteine-serine-rich nuclear protein 1
64711,ENSG00000162040,64711,OTTHUMG00000047860,HS3ST6,heparan sulfate (glucosamine) 3-O-sulfotransferase 6
64714,ENSG00000185615,64714,OTTHUMG00000064891,PDIA2,"protein disulfide isomerase family A, member 2"
64748,ENSG00000105520,64748,OTTHUMG00000182023,LPPR2,Lipid phosphate phosphatase-related protein type 2
64759,ENSG00000136205,64759,OTTHUMG00000074075,TNS3,tensin 3
64762,ENSG00000141441,64762,OTTHUMG00000132273,FAM59A,"family with sequence similarity 59, member A"
64763,ENSG00000105732,64763,OTTHUMG00000182751,ZNF574,zinc finger protein 574
64766,ENSG00000116497,64766,OTTHUMG00000003955,S100PBP,S100P binding protein
64784,ENSG00000140577,64784,OTTHUMG00000172295,CRTC3,CREB regulated transcription coactivator 3
64788,ENSG00000103227,64788,OTTHUMG00000047848,LMF1,lipase maturation factor 1
64806,ENSG00000166090,64806,OTTHUMG00000028749,IL25,interleukin 25
64843,ENSG00000159556,64843,OTTHUMG00000143723,ISL2,ISL LIM homeobox 2
64850,ENSG00000164089,64850,OTTHUMG00000161036,AGXT2L1,alanine-glyoxylate aminotransferase 2-like 1
64866,ENSG00000163814,64866,OTTHUMG00000133090,CDCP1,CUB domain containing protein 1
64902,ENSG00000113492,64902,OTTHUMG00000090788,AGXT2,alanine--glyoxylate aminotransferase 2
64919,ENSG00000127152,64919,OTTHUMG00000028967,BCL11B,B-cell CLL/lymphoma 11B (zinc finger protein)
65009,ENSG00000103034,65009,OTTHUMG00000133485,NDRG4,NDRG family member 4
65012,ENSG00000135502,65012,OTTHUMG00000128505,SLC26A10,"solute carrier family 26, member 10"
65055,ENSG00000068615,65055,OTTHUMG00000130205,REEP1,receptor accessory protein 1
65059,ENSG00000173166,65059,OTTHUMG00000132876,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
65217,ENSG00000150275,65217,OTTHUMG00000018259,PCDH15,protocadherin-related 15
65265,ENSG00000182307,65265,OTTHUMG00000165256,C8orf33,chromosome 8 open reading frame 33
65266,ENSG00000126562,65266,OTTHUMG00000180650,WNK4,WNK lysine deficient protein kinase 4
65268,ENSG00000165238,65268,OTTHUMG00000020247,WNK2,WNK lysine deficient protein kinase 2
65975,ENSG00000130413,65975,OTTHUMG00000140275,STK33,serine/threonine kinase 33
65986,ENSG00000205189,65986,OTTHUMG00000155016,ZBTB10,zinc finger and BTB domain containing 10
65989,ENSG00000171462,65989,OTTHUMG00000014735,DLK2,delta-like 2 homolog (Drosophila)
65997,ENSG00000128045,65997,OTTHUMG00000102097,RASL11B,"RAS-like, family 11, member B"
66000,ENSG00000144868,66000,OTTHUMG00000159685,TMEM108,transmembrane protein 108
66037,ENSG00000152430,66037,OTTHUMG00000132747,BOLL,"bol, boule-like (Drosophila)"
78986,ENSG00000133878,78986,OTTHUMG00000163961,DUSP26,dual specificity phosphatase 26 (putative)
78997,ENSG00000124194,78997,OTTHUMG00000032530,GDAP1L1,ganglioside induced differentiation associated protein 1-like 1
79007,ENSG00000003249,79007,OTTHUMG00000138984,DBNDD1,dysbindin (dystrobrevin binding protein 1) domain containing 1
79012,ENSG00000164076,79012,OTTHUMG00000158288,CAMKV,CaM kinase-like vesicle-associated
79047,ENSG00000153885,79047,OTTHUMG00000180475,KCTD15,potassium channel tetramerisation domain containing 15
79056,ENSG00000135378,79056,OTTHUMG00000166219,PRRG4,proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)
79083,ENSG00000115648,79083,OTTHUMG00000133298,MLPH,melanophilin
79085,ENSG00000125648,79085,OTTHUMG00000180852,SLC25A23,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"
79134,ENSG00000226479,79134,OTTHUMG00000154402,TMEM185B,transmembrane protein 185B
79144,ENSG00000125534,79144,OTTHUMG00000032978,PPDPF,pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish)
79145,ENSG00000170791,79145,OTTHUMG00000074081,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7
79148,ENSG00000129270,79148,OTTHUMG00000180013,MMP28,matrix metallopeptidase 28
79152,ENSG00000103089,79152,OTTHUMG00000137603,FA2H,fatty acid 2-hydroxylase
79175,ENSG00000088876,79175,OTTHUMG00000031701,ZNF343,zinc finger protein 343
79176,ENSG00000107872,79176,OTTHUMG00000018957,FBXL15,F-box and leucine-rich repeat protein 15
79190,ENSG00000159387,79190,OTTHUMG00000172239,IRX6,iroquois homeobox 6
79191,ENSG00000177508,79191,OTTHUMG00000133200,IRX3,iroquois homeobox 3
79192,ENSG00000170549,79192,OTTHUMG00000161632,IRX1,iroquois homeobox 1
79258,ENSG00000142606,79258,OTTHUMG00000000846,MMEL1,membrane metallo-endopeptidase-like 1
79365,ENSG00000123095,79365,OTTHUMG00000169174,BHLHE41,"basic helix-loop-helix family, member e41"
79369,ENSG00000176383,79369,OTTHUMG00000168917,B3GNT4,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4"
79412,ENSG00000131650,79412,OTTHUMG00000128976,KREMEN2,kringle containing transmembrane protein 2
79441,ENSG00000214367,79441,OTTHUMG00000159805,HAUS3,"HAUS augmin-like complex, subunit 3"
79444,ENSG00000101197,79444,OTTHUMG00000032957,BIRC7,baculoviral IAP repeat containing 7
79447,ENSG00000185928,79447,OTTHUMG00000177143,PAGR1,chromosome 16 open reading frame 53
79567,ENSG00000039523,79567,OTTHUMG00000137536,FAM65A,"family with sequence similarity 65, member A"
79570,ENSG00000084628,79570,OTTHUMG00000003788,NKAIN1,Na+/K+ transporting ATPase interacting 1
79586,ENSG00000123989,79586,OTTHUMG00000058929,CHPF,chondroitin polymerizing factor
79598,ENSG00000182504,79598,OTTHUMG00000159162,CEP97,centrosomal protein 97kDa
79603,ENSG00000090661,79603,OTTHUMG00000172570,CERS4,ceramide synthase 4
79605,ENSG00000177614,79605,OTTHUMG00000037759,PGBD5,piggyBac transposable element derived 5
79608,ENSG00000166405,79608,OTTHUMG00000165694,RIC3,resistance to inhibitors of cholinesterase 3 homolog (C. elegans)
79609,ENSG00000100483,79609,OTTHUMG00000029531,METTL21D,methyltransferase like 21D
79611,ENSG00000111058,79611,OTTHUMG00000170179,ACSS3,acyl-CoA synthetase short-chain family member 3
79625,ENSG00000173376,79625,OTTHUMG00000132973,NDNF,neuron-derived neurotrophic factor
79633,ENSG00000196159,79633,OTTHUMG00000133100,FAT4,FAT tumor suppressor homolog 4 (Drosophila)
79637,ENSG00000125449,79637,OTTHUMG00000179345,ARMC7,armadillo repeat containing 7
79645,ENSG00000034239,79645,OTTHUMG00000164203,EFCAB1,EF-hand calcium binding domain 1
79656,ENSG00000162373,79656,OTTHUMG00000008153,BEND5,BEN domain containing 5
79658,ENSG00000071205,79658,OTTHUMG00000161460,ARHGAP10,Rho GTPase activating protein 10
79705,ENSG00000154237,79705,OTTHUMG00000165514,LRRK1,leucine-rich repeat kinase 1
79712,ENSG00000121964,79712,OTTHUMG00000131835,GTDC1,glycosyltransferase-like domain containing 1
79727,ENSG00000131914,79727,OTTHUMG00000003550,LIN28A,lin-28 homolog A (C. elegans)
79730,ENSG00000179299,79730,OTTHUMG00000128597,NSUN7,"NOP2/Sun domain family, member 7"
79733,ENSG00000129173,79733,OTTHUMG00000166102,E2F8,E2F transcription factor 8
79750,ENSG00000151789,79750,OTTHUMG00000130484,ZNF385D,zinc finger protein 385D
79754,ENSG00000196372,79754,OTTHUMG00000017603,ASB13,ankyrin repeat and SOCS box containing 13
79762,ENSG00000162817,79762,OTTHUMG00000037361,C1orf115,chromosome 1 open reading frame 115
79772,ENSG00000175471,79772,OTTHUMG00000162742,MCTP1,"multiple C2 domains, transmembrane 1"
79774,ENSG00000139835,79774,OTTHUMG00000017381,GRTP1,growth hormone regulated TBC protein 1
79776,ENSG00000091656,79776,OTTHUMG00000164557,ZFHX4,zinc finger homeobox 4
79777,ENSG00000181513,79777,OTTHUMG00000180111,ACBD4,acyl-CoA binding domain containing 4
79789,ENSG00000165959,79789,OTTHUMG00000171629,CLMN,"calmin (calponin-like, transmembrane)"
79805,ENSG00000143494,79805,OTTHUMG00000036925,VASH2,vasohibin 2
79812,ENSG00000173269,79812,OTTHUMG00000018663,MMRN2,multimerin 2
79817,ENSG00000120162,79817,OTTHUMG00000019717,MOB3B,MOB kinase activator 3B
79825,ENSG00000114654,79825,OTTHUMG00000158996,CCDC48,coiled-coil domain containing 48
79827,ENSG00000166250,79827,OTTHUMG00000166031,CLMP,CXADR-like membrane protein
79836,ENSG00000175556,79836,OTTHUMG00000022262,LONRF3,LON peptidase N-terminal domain and ring finger 3
79838,ENSG00000103534,79838,OTTHUMG00000131458,TMC5,transmembrane channel-like 5
79847,ENSG00000138111,79847,OTTHUMG00000018961,TMEM180,transmembrane protein 180
79852,ENSG00000105131,79852,OTTHUMG00000183251,EPHX3,epoxide hydrolase 3
79856,ENSG00000157734,79856,OTTHUMG00000132965,SNX22,sorting nexin 22
79864,ENSG00000109944,79864,OTTHUMG00000166027,C11orf63,chromosome 11 open reading frame 63
79870,ENSG00000164929,79870,OTTHUMG00000164782,BAALC,"brain and acute leukemia, cytoplasmic"
79890,ENSG00000100599,79890,OTTHUMG00000171198,RIN3,Ras and Rab interactor 3
79895,ENSG00000104043,79895,OTTHUMG00000172368,ATP8B4,"ATPase, class I, type 8B, member 4"
79901,ENSG00000071967,79901,OTTHUMG00000132260,CYBRD1,cytochrome b reductase 1
79905,ENSG00000170537,79905,OTTHUMG00000131456,TMC7,transmembrane channel-like 7
79913,ENSG00000101442,79913,OTTHUMG00000032456,ACTR5,ARP5 actin-related protein 5 homolog (yeast)
79924,ENSG00000128165,79924,OTTHUMG00000150202,ADM2,adrenomedullin 2
79927,ENSG00000197245,79927,OTTHUMG00000007537,FAM110D,"family with sequence similarity 110, member D"
79935,ENSG00000105219,79935,OTTHUMG00000160481,CNTD2,cyclin N-terminal domain containing 2
79943,ENSG00000185730,79943,OTTHUMG00000164957,ZNF696,zinc finger protein 696
79948,ENSG00000129951,79948,OTTHUMG00000164523,LPPR3,hsa-mir-3187
79953,ENSG00000101463,79953,OTTHUMG00000032104,SYNDIG1,synapse differentiation inducing 1
79957,ENSG00000160781,79957,OTTHUMG00000017490,PAQR6,progestin and adipoQ receptor family member VI
79961,ENSG00000162777,79961,OTTHUMG00000012356,DENND2D,DENN/MADD domain containing 2D
79962,ENSG00000178401,79962,OTTHUMG00000169487,DNAJC22,"DnaJ (Hsp40) homolog, subfamily C, member 22"
79971,ENSG00000116729,79971,OTTHUMG00000009153,WLS,wntless homolog (Drosophila)
79974,ENSG00000106034,79974,OTTHUMG00000156982,CPED1,cadherin-like and PC-esterase domain containing 1
79977,ENSG00000083307,79977,OTTHUMG00000149915,GRHL2,grainyhead-like 2 (Drosophila)
79987,ENSG00000165124,79987,OTTHUMG00000020482,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
79990,ENSG00000068137,79990,OTTHUMG00000180641,PLEKHH3,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 3"
79993,ENSG00000164181,79993,OTTHUMG00000162254,ELOVL7,ELOVL fatty acid elongase 7
80000,ENSG00000141449,80000,OTTHUMG00000178892,GREB1L,growth regulation by estrogen in breast cancer-like
80004,ENSG00000103067,80004,OTTHUMG00000137557,ESRP2,epithelial splicing regulatory protein 2
80019,ENSG00000165886,80019,OTTHUMG00000018856,UBTD1,ubiquitin domain containing 1
80022,ENSG00000266714,80022,OTTHUMG00000179794,MYO15B,Putative unconventional myosin-XVB
80023,ENSG00000125841,80023,OTTHUMG00000031628,NRSN2,neurensin 2
80031,ENSG00000137872,80031,OTTHUMG00000172110,SEMA6D,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D"
80032,ENSG00000172000,80032,OTTHUMG00000180501,ZNF556,zinc finger protein 556
80070,ENSG00000173157,80070,OTTHUMG00000169353,ADAMTS20,"ADAM metallopeptidase with thrombospondin type 1 motif, 20"
80114,ENSG00000122870,80114,OTTHUMG00000018271,BICC1,bicaudal C homolog 1 (Drosophila)
80128,ENSG00000163462,80128,OTTHUMG00000035680,TRIM46,tripartite motif containing 46
80129,ENSG00000120262,80129,OTTHUMG00000015839,CCDC170,coiled-coil domain containing 170
80135,ENSG00000117133,80135,OTTHUMG00000009857,RPF1,ribosome production factor 1 homolog (S. cerevisiae)
80139,ENSG00000183779,80139,OTTHUMG00000164001,ZNF703,zinc finger protein 703
80142,ENSG00000148334,80142,OTTHUMG00000020730,PTGES2,prostaglandin E synthase 2
80144,ENSG00000138759,80144,OTTHUMG00000160856,FRAS1,Fraser syndrome 1
80148,ENSG00000122490,80148,OTTHUMG00000132921,PQLC1,PQ loop repeat containing 1
80150,ENSG00000162174,80150,OTTHUMG00000167513,ASRGL1,asparaginase like 1
80157,ENSG00000109182,80157,OTTHUMG00000128627,CWH43,cell wall biogenesis 43 C-terminal homolog (S. cerevisiae)
80162,ENSG00000142102,80162,OTTHUMG00000153218,ATHL1,"ATH1, acid trehalase-like 1 (yeast)"
80164,ENSG00000183248,80164,OTTHUMG00000182504,FLJ22184,Protein FLJ22184
80206,ENSG00000134775,80206,OTTHUMG00000182381,FHOD3,formin homology 2 domain containing 3
80207,ENSG00000125741,80207,OTTHUMG00000182125,OPA3,"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)"
80235,ENSG00000119227,80235,OTTHUMG00000155522,PIGZ,"phosphatidylinositol glycan anchor biosynthesis, class Z"
80243,ENSG00000046889,80243,OTTHUMG00000164402,PREX2,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2"
80274,ENSG00000159307,80274,OTTHUMG00000150679,SCUBE1,"signal peptide, CUB domain, EGF-like 1"
80312,ENSG00000138336,80312,OTTHUMG00000018359,TET1,tet methylcytosine dioxygenase 1
80319,ENSG00000168772,80319,OTTHUMG00000131121,CXXC4,CXXC finger protein 4
80320,ENSG00000189120,80320,OTTHUMG00000132067,SP6,Sp6 transcription factor
80323,ENSG00000166510,80323,OTTHUMG00000132708,CCDC68,coiled-coil domain containing 68
80326,ENSG00000135925,80326,OTTHUMG00000133085,WNT10A,"wingless-type MMTV integration site family, member 10A"
80328,ENSG00000131015,80328,OTTHUMG00000015803,ULBP2,UL16 binding protein 2
80329,ENSG00000111981,80329,OTTHUMG00000015810,ULBP1,UL16 binding protein 1
80332,ENSG00000149451,80332,OTTHUMG00000031758,ADAM33,ADAM metallopeptidase domain 33
80333,ENSG00000185774,80333,OTTHUMG00000128557,KCNIP4,Kv channel interacting protein 4
80352,ENSG00000204618,80352,OTTHUMG00000031288,RNF39,ring finger protein 39
80704,ENSG00000135917,80704,OTTHUMG00000133185,SLC19A3,"solute carrier family 19, member 3"
80712,ENSG00000123576,80712,OTTHUMG00000022125,ESX1,ESX homeobox 1
80725,ENSG00000017373,80725,OTTHUMG00000178411,SRCIN1,SRC kinase signaling inhibitor 1
80728,ENSG00000147799,80728,OTTHUMG00000165182,ARHGAP39,Rho GTPase activating protein 39
80731,ENSG00000144229,80731,OTTHUMG00000153590,THSD7B,"thrombospondin, type I, domain containing 7B"
80757,ENSG00000184986,80757,OTTHUMG00000029912,TMEM121,transmembrane protein 121
80758,ENSG00000131188,80758,OTTHUMG00000130861,PRR7,proline rich 7 (synaptic)
80759,ENSG00000135314,80759,OTTHUMG00000015030,KHDC1,KH homology domain containing 1
80760,ENSG00000123243,80760,OTTHUMG00000017635,ITIH5,"inter-alpha-trypsin inhibitor heavy chain family, member 5"
80763,ENSG00000134548,80763,OTTHUMG00000169134,C12orf39,chromosome 12 open reading frame 39
80816,ENSG00000141431,80816,OTTHUMG00000178395,ASXL3,additional sex combs like 3 (Drosophila)
